Species Number,Alpha Code,Common Name,Band Size,French Name,Scientific Name,T & E*,Comments,Taxonomic Order
8760,MCFD,Many-colored Fruit Dove,"3A, 3B",Ptilope de La Pérouse,Ptilinopus perousii,,,482
8770,PAPI,Pacific Pigeon,6,Carpophage Pacifique,Ducula pacifica,,,485
8780,SHGD,Shy Ground Dove,"3A, 4",Gallicolombe de stair,Alopecoenas stairi,Y,,481
8790,MICK,Micronesian Kingfisher,3,Martin-chasseur cannelle,Todiramphus cinnamominus,Y,Includes subspecies not T. c. cinnamominus. | Comprend les sous-espèces autres que T. c. cinnamominus.,583
8791,GMKI,Guam Micronesian Kingfisher,3,,Todiramphus cinnamominus cinnamominus,Y,Endangered subspecies on Guam. | Sous-espèce menacée à Guam.,584
8800,MGSW,Mariana Gray Swiftlet,0,Salangane de Guam,Aerodramus vanikorensis bartschi,Y,,544
8810,ROWE,Rota White-eye,0,Zostérops de Rota,Zosterops rotensis,Y,,836
9067,PRMA,Puerto Rican Mango,X,Mango de Porto Rico,Anthracothorax aurulentus,,,548
9071,STTL,Streamertail,X,Colibri à tête noire,Trochilus polytmus,,Includes both Trochilus polytmus (Red-billed) and Trochilus scitulus (Black-billed Streamertail),576
9081,JATO,Jamaican Tody,0,Todier de la Jamaïque,Todus todus,,,580
9094,SAFL,Sad Flycatcher,"1C, 1",Tyran triste,Myiarchus barbirostris,,,681
9099,YBEL,Yellow-bellied Elaenia,"1, 1B",Élénie à ventre jaune,Elaenia flavogaster,,,652
9101,GAEL,Greater Antillean Elaenia,"0A, 0",Élénie sara,Elaenia fallax,,,653
9102,JAEL,Jamaican Elaenia,"0A, 0",Élénie de la Jamaïque,Myiopagis cotta,,,648
9107,JACR,Jamaican Crow,6,Corneille de la Jamaïque,Corvus jamaicensis,,,753
9109,SHWR,Southern House Wren,0,Troglodyte familier du sud,Troglodytes aedon musculus,,,802
9116,BRTR,Brown Trembler,"2, 1D",Trembleur brun,Cinclocerthia ruficauda,,,879
9120,WETH,White-eyed Thrush,2,Merle aux yeux blancs,Turdus jamaicensis,,,870
9122,WCTH,White-chinned Thrush,2,Merle à miroir,Turdus aurantius,,,873
9127,RTSO,Rufous-throated Solitaire,"1, 1B, 1C",Solitaire siffleur,Myadestes genibarbis,,,852
9130,TBVI,Thick-billed Vireo,"1C, 1",Viréo à bec fort,Vireo crassirostris,,,712
9132,JAVI,Jamaican Vireo,0,Viréo de la Jamaïque,Vireo modestus,,,713
9138,OLIW,Olive-capped Warbler,0A,Paruline à calotte verte,Setophaga pityophila,,,968
9141,ARRW,Arrowhead Warbler,0A,Paruline de la Jamaïque,Setophaga pharetra,,,950
9145,BAYE,Bahama Yellowthroat,"1, 1C",Paruline des Bahamas,Geothlypis rostrata,,,947
9151,ORAN,Orangequit,"1C, 1",Pique-orange de la Jamaïque,Euneornis campestris,,,1016
9153,JAEU,Jamaican Euphonia,"0, 0A",Organiste de la Jamaïque,Euphonia jamaica,,,1147
9166,VETR,Venezuelan Troupial,3,Oriole troupiale,Icterus icterus,,,1135
9169,JAOR,Jamaican Oriole,"2, 1D",Oriole de la Jamaïque,Icterus leucopteryx,,,1139
9176,YSGR,Yellow-shouldered Grassquit,"0, 1",Sporophile mantelé,Loxipasser anoxanthus,,,1012
9178,GABU,Greater Antillean Bullfinch,"1B, 1",Sporophile petit-coq,Melopyrrha violacea,,,1014
9182,YBSE,Yellow-bellied Seedeater,0,Sporophile à ventre jaune,Sporophila nigricollis,,,1008
9184,BBGR,Blue-black Grassquit,"0, 0A",Jacarini noir,Volatinia jacarina,,,1004
9986,HYNO,Hybrid Nonpasserine,"1A, 3A, 4, 4A, 5, 6, 7, 7A, 7B",Hybride de non-passerin,,,"Report suspected parentage as a Remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",618
9996,HYPA,Hybrid Passerine,"0, 0A, 1, 1A, 1B, 1D, 3A, 3B",Hybride de passerin,,,"Report suspected parentage as a Remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",619
